Episode Number,Random Agent,Naïve Sarsa,"Sarsa, Space Discretized","Sarsa, Space Discretized, Noisy Observation",Deep Q-Network,"Deep Q-Network, Noisy Observation",Dueling Deep Q-Network,"Dueling Deep Q-Network, Noisy Observation",REINFORCE,"REINFORCE, Noisy Observation"
7135,-1.73E+02,-1.08E+02,-5.99E+01,-1.37E+02,,,,,,
7136,-1.74E+02,-1.07E+02,-6.01E+01,-1.37E+02,,,,,,
7137,-1.75E+02,-1.09E+02,-6.01E+01,-1.37E+02,,,,,,
7138,-1.74E+02,-1.06E+02,-5.96E+01,-1.38E+02,,,,,,
7139,-1.74E+02,-1.07E+02,-6.08E+01,-1.37E+02,,,,,,
7140,-1.73E+02,-1.05E+02,-6.13E+01,-1.37E+02,,,,,,
7141,-1.73E+02,-1.04E+02,-6.04E+01,-1.36E+02,,,,,,
7142,-1.76E+02,-1.05E+02,-6.04E+01,-1.36E+02,,,,,,
7143,-1.76E+02,-1.04E+02,-6.09E+01,-1.36E+02,,,,,,
7144,-1.77E+02,-1.04E+02,-6.08E+01,-1.36E+02,,,,,,
7145,-1.79E+02,-1.03E+02,-6.26E+01,-1.36E+02,,,,,,
7146,-1.78E+02,-1.03E+02,-6.20E+01,-1.36E+02,,,,,,
7147,-1.77E+02,-1.04E+02,-6.11E+01,-1.36E+02,,,,,,
7148,-1.77E+02,-1.02E+02,-6.17E+01,-1.36E+02,,,,,,
7149,-1.78E+02,-1.02E+02,-6.08E+01,-1.36E+02,,,,,,
7150,-1.78E+02,-1.02E+02,-6.20E+01,-1.36E+02,,,,,,
7151,-1.80E+02,-1.02E+02,-6.37E+01,-1.35E+02,,,,,,
7152,-1.78E+02,-1.02E+02,-6.40E+01,-1.35E+02,,,,,,
7153,-1.80E+02,-1.04E+02,-6.20E+01,-1.35E+02,,,,,,
7154,-1.80E+02,-1.03E+02,-6.26E+01,-1.34E+02,,,,,,
7155,-1.78E+02,-9.96E+01,-6.23E+01,-1.34E+02,,,,,,
7156,-1.78E+02,-9.97E+01,-6.31E+01,-1.35E+02,,,,,,
7157,-1.79E+02,-9.92E+01,-6.29E+01,-1.34E+02,,,,,,
7158,-1.79E+02,-9.99E+01,-6.31E+01,-1.35E+02,,,,,,
7159,-1.79E+02,-9.99E+01,-6.35E+01,-1.35E+02,,,,,,
7160,-1.82E+02,-9.88E+01,-6.28E+01,-1.34E+02,,,,,,
7161,-1.84E+02,-9.77E+01,-6.34E+01,-1.34E+02,,,,,,
7162,-1.84E+02,-9.92E+01,-6.37E+01,-1.34E+02,,,,,,
7163,-1.82E+02,-9.93E+01,-6.36E+01,-1.33E+02,,,,,,
7164,-1.81E+02,-9.94E+01,-6.29E+01,-1.33E+02,,,,,,
7165,-1.81E+02,-9.98E+01,-6.26E+01,-1.33E+02,,,,,,
7166,-1.83E+02,-1.02E+02,-6.22E+01,-1.34E+02,,,,,,
7167,-1.86E+02,-1.01E+02,-6.30E+01,-1.34E+02,,,,,,
7168,-1.86E+02,-1.01E+02,-6.33E+01,-1.34E+02,,,,,,
7169,-1.87E+02,-1.00E+02,-6.32E+01,-1.36E+02,,,,,,
7170,-1.89E+02,-9.95E+01,-6.19E+01,-1.35E+02,,,,,,
7171,-1.89E+02,-1.00E+02,-6.03E+01,-1.37E+02,,,,,,
7172,-1.89E+02,-9.97E+01,-5.93E+01,-1.37E+02,,,,,,
7173,-1.89E+02,-9.89E+01,-6.00E+01,-1.38E+02,,,,,,
7174,-1.88E+02,-9.91E+01,-5.99E+01,-1.39E+02,,,,,,
7175,-1.87E+02,-9.96E+01,-6.07E+01,-1.38E+02,,,,,,
7176,-1.89E+02,-1.00E+02,-6.02E+01,-1.38E+02,,,,,,
7177,-1.91E+02,-1.01E+02,-6.17E+01,-1.38E+02,,,,,,
7178,-1.93E+02,-9.79E+01,-6.08E+01,-1.40E+02,,,,,,
7179,-1.94E+02,-9.82E+01,-6.10E+01,-1.40E+02,,,,,,
7180,-1.94E+02,-9.88E+01,-6.09E+01,-1.40E+02,,,,,,
7181,-1.93E+02,-9.91E+01,-6.38E+01,-1.40E+02,,,,,,
7182,-1.92E+02,-9.86E+01,-6.34E+01,-1.40E+02,,,,,,
7183,-1.91E+02,-9.91E+01,-6.29E+01,-1.39E+02,,,,,,
7184,-1.91E+02,-1.02E+02,-6.30E+01,-1.38E+02,,,,,,
7185,-1.93E+02,-1.03E+02,-6.51E+01,-1.38E+02,,,,,,
7186,-1.96E+02,-1.02E+02,-6.45E+01,-1.37E+02,,,,,,
7187,-1.97E+02,-1.02E+02,-6.52E+01,-1.38E+02,,,,,,
7188,-1.96E+02,-1.00E+02,-6.56E+01,-1.38E+02,,,,,,
7189,-1.95E+02,-1.00E+02,-6.68E+01,-1.39E+02,,,,,,
7190,-1.94E+02,-1.01E+02,-6.69E+01,-1.39E+02,,,,,,
7191,-1.92E+02,-1.03E+02,-6.65E+01,-1.39E+02,,,,,,
7192,-1.93E+02,-1.04E+02,-6.88E+01,-1.39E+02,,,,,,
7193,-1.94E+02,-1.05E+02,-6.78E+01,-1.39E+02,,,,,,
7194,-1.97E+02,-1.05E+02,-6.82E+01,-1.40E+02,,,,,,
7195,-1.97E+02,-1.04E+02,-6.82E+01,-1.40E+02,,,,,,
7196,-1.99E+02,-1.02E+02,-7.02E+01,-1.40E+02,,,,,,
7197,-1.96E+02,-1.03E+02,-7.15E+01,-1.41E+02,,,,,,
7198,-1.97E+02,-1.00E+02,-6.98E+01,-1.41E+02,,,,,,
7199,-1.95E+02,-1.01E+02,-6.79E+01,-1.41E+02,,,,,,
7200,-1.97E+02,-1.01E+02,-6.78E+01,-1.43E+02,,,,,,
7201,-1.97E+02,-1.02E+02,-6.96E+01,-1.44E+02,,,,,,
7202,-1.97E+02,-1.03E+02,-7.17E+01,-1.45E+02,,,,,,
7203,-1.99E+02,-1.02E+02,-7.13E+01,-1.45E+02,,,,,,
7204,-1.99E+02,-1.02E+02,-7.15E+01,-1.44E+02,,,,,,
7205,-1.97E+02,-1.01E+02,-7.13E+01,-1.45E+02,,,,,,
7206,-1.97E+02,-1.02E+02,-7.15E+01,-1.45E+02,,,,,,
7207,-1.97E+02,-1.04E+02,-7.12E+01,-1.46E+02,,,,,,
7208,-1.96E+02,-1.03E+02,-7.10E+01,-1.44E+02,,,,,,
7209,-1.95E+02,-1.02E+02,-7.18E+01,-1.43E+02,,,,,,
7210,-1.94E+02,-1.03E+02,-7.11E+01,-1.45E+02,,,,,,
7211,-1.94E+02,-1.02E+02,-7.25E+01,-1.44E+02,,,,,,
7212,-1.93E+02,-1.02E+02,-7.42E+01,-1.45E+02,,,,,,
7213,-1.95E+02,-1.00E+02,-7.45E+01,-1.46E+02,,,,,,
7214,-1.95E+02,-1.01E+02,-7.50E+01,-1.46E+02,,,,,,
7215,-1.92E+02,-1.02E+02,-7.48E+01,-1.48E+02,,,,,,
7216,-1.93E+02,-1.00E+02,-7.45E+01,-1.48E+02,,,,,,
7217,-1.95E+02,-9.94E+01,-7.23E+01,-1.49E+02,,,,,,
7218,-1.96E+02,-9.86E+01,-7.26E+01,-1.48E+02,,,,,,
7219,-1.94E+02,-9.91E+01,-7.21E+01,-1.49E+02,,,,,,
7220,-1.92E+02,-9.83E+01,-7.13E+01,-1.48E+02,,,,,,
7221,-1.93E+02,-9.83E+01,-7.07E+01,-1.47E+02,,,,,,
7222,-1.94E+02,-9.70E+01,-7.07E+01,-1.46E+02,,,,,,
7223,-1.96E+02,-9.71E+01,-7.08E+01,-1.46E+02,,,,,,
7224,-1.95E+02,-9.95E+01,-7.12E+01,-1.46E+02,,,,,,
7225,-1.95E+02,-9.96E+01,-7.11E+01,-1.45E+02,,,,,,
7226,-1.96E+02,-1.02E+02,-7.15E+01,-1.44E+02,,,,,,
7227,-1.95E+02,-1.03E+02,-7.21E+01,-1.45E+02,,,,,,
7228,-1.96E+02,-1.03E+02,-7.20E+01,-1.46E+02,,,,,,
7229,-1.96E+02,-1.03E+02,-7.14E+01,-1.45E+02,,,,,,
7230,-1.94E+02,-1.03E+02,-7.23E+01,-1.45E+02,,,,,,
7231,-1.96E+02,-1.01E+02,-7.31E+01,-1.44E+02,,,,,,
7232,-1.94E+02,-1.01E+02,-7.20E+01,-1.44E+02,,,,,,
7233,-1.92E+02,-9.88E+01,-6.92E+01,-1.45E+02,,,,,,
7234,-1.90E+02,-1.00E+02,-7.08E+01,-1.44E+02,,,,,,
7235,-1.90E+02,-1.00E+02,-7.08E+01,-1.43E+02,,,,,,
7236,-1.91E+02,-9.86E+01,-7.06E+01,-1.43E+02,,,,,,
7237,-1.90E+02,-9.70E+01,-7.09E+01,-1.42E+02,,,,,,
7238,-1.92E+02,-9.77E+01,-7.06E+01,-1.42E+02,,,,,,
7239,-1.94E+02,-9.76E+01,-7.11E+01,-1.42E+02,,,,,,
7240,-1.97E+02,-9.75E+01,-7.10E+01,-1.42E+02,,,,,,
7241,-1.96E+02,-9.67E+01,-7.14E+01,-1.42E+02,,,,,,
7242,-1.92E+02,-9.52E+01,-7.16E+01,-1.42E+02,,,,,,
7243,-1.92E+02,-9.94E+01,-7.15E+01,-1.42E+02,,,,,,
7244,-1.92E+02,-1.01E+02,-7.13E+01,-1.42E+02,,,,,,
7245,-1.90E+02,-1.01E+02,-6.94E+01,-1.43E+02,,,,,,
7246,-1.92E+02,-1.01E+02,-7.11E+01,-1.43E+02,,,,,,
7247,-1.95E+02,-9.93E+01,-7.33E+01,-1.43E+02,,,,,,
7248,-1.96E+02,-1.02E+02,-7.26E+01,-1.44E+02,,,,,,
7249,-1.95E+02,-1.04E+02,-7.29E+01,-1.44E+02,,,,,,
7250,-1.95E+02,-1.04E+02,-7.11E+01,-1.44E+02,,,,,,
7251,-1.94E+02,-1.03E+02,-6.95E+01,-1.45E+02,,,,,,
7252,-1.93E+02,-1.06E+02,-6.90E+01,-1.44E+02,,,,,,
7253,-1.91E+02,-1.05E+02,-7.22E+01,-1.44E+02,,,,,,
7254,-1.90E+02,-1.06E+02,-7.15E+01,-1.45E+02,,,,,,
7255,-1.91E+02,-1.08E+02,-7.25E+01,-1.45E+02,,,,,,
7256,-1.91E+02,-1.07E+02,-7.16E+01,-1.45E+02,,,,,,
7257,-1.90E+02,-1.07E+02,-7.04E+01,-1.45E+02,,,,,,
7258,-1.89E+02,-1.07E+02,-7.29E+01,-1.44E+02,,,,,,
7259,-1.89E+02,-1.08E+02,-7.19E+01,-1.44E+02,,,,,,
7260,-1.86E+02,-1.09E+02,-7.25E+01,-1.43E+02,,,,,,
7261,-1.86E+02,-1.10E+02,-7.22E+01,-1.45E+02,,,,,,
7262,-1.89E+02,-1.09E+02,-7.12E+01,-1.45E+02,,,,,,
7263,-1.90E+02,-1.11E+02,-7.09E+01,-1.45E+02,,,,,,
7264,-1.90E+02,-1.10E+02,-7.22E+01,-1.45E+02,,,,,,
7265,-1.90E+02,-1.08E+02,-7.31E+01,-1.45E+02,,,,,,
7266,-1.86E+02,-1.05E+02,-7.40E+01,-1.44E+02,,,,,,
7267,-1.86E+02,-1.04E+02,-7.58E+01,-1.43E+02,,,,,,
7268,-1.85E+02,-1.01E+02,-7.51E+01,-1.43E+02,,,,,,
7269,-1.84E+02,-1.01E+02,-7.74E+01,-1.43E+02,,,,,,
7270,-1.82E+02,-1.02E+02,-7.77E+01,-1.44E+02,,,,,,
7271,-1.83E+02,-1.03E+02,-7.80E+01,-1.42E+02,,,,,,
7272,-1.83E+02,-1.04E+02,-7.82E+01,-1.42E+02,,,,,,
7273,-1.83E+02,-1.04E+02,-7.70E+01,-1.41E+02,,,,,,
7274,-1.83E+02,-1.02E+02,-7.72E+01,-1.40E+02,,,,,,
7275,-1.86E+02,-1.01E+02,-7.79E+01,-1.41E+02,,,,,,
7276,-1.85E+02,-1.01E+02,-7.75E+01,-1.41E+02,,,,,,
7277,-1.83E+02,-1.00E+02,-7.64E+01,-1.40E+02,,,,,,
7278,-1.82E+02,-1.03E+02,-7.61E+01,-1.38E+02,,,,,,
7279,-1.81E+02,-1.03E+02,-7.60E+01,-1.40E+02,,,,,,
7280,-1.84E+02,-1.05E+02,-7.87E+01,-1.39E+02,,,,,,
7281,-1.85E+02,-1.05E+02,-7.74E+01,-1.39E+02,,,,,,
7282,-1.88E+02,-1.05E+02,-7.70E+01,-1.39E+02,,,,,,
7283,-1.88E+02,-1.03E+02,-7.75E+01,-1.39E+02,,,,,,
7284,-1.87E+02,-1.00E+02,-7.67E+01,-1.40E+02,,,,,,
7285,-1.85E+02,-1.02E+02,-7.31E+01,-1.41E+02,,,,,,
7286,-1.82E+02,-1.01E+02,-7.49E+01,-1.42E+02,,,,,,
7287,-1.82E+02,-1.03E+02,-7.24E+01,-1.40E+02,,,,,,
7288,-1.81E+02,-1.01E+02,-7.40E+01,-1.40E+02,,,,,,
7289,-1.81E+02,-1.02E+02,-7.31E+01,-1.39E+02,,,,,,
7290,-1.84E+02,-1.01E+02,-7.54E+01,-1.40E+02,,,,,,
7291,-1.83E+02,-9.87E+01,-7.66E+01,-1.40E+02,,,,,,
7292,-1.82E+02,-9.86E+01,-7.49E+01,-1.39E+02,,,,,,
7293,-1.81E+02,-1.00E+02,-7.57E+01,-1.39E+02,,,,,,
7294,-1.78E+02,-1.00E+02,-7.58E+01,-1.38E+02,,,,,,
7295,-1.78E+02,-9.99E+01,-7.61E+01,-1.38E+02,,,,,,
7296,-1.79E+02,-1.01E+02,-7.43E+01,-1.38E+02,,,,,,
7297,-1.81E+02,-1.00E+02,-7.35E+01,-1.37E+02,,,,,,
7298,-1.81E+02,-1.00E+02,-7.40E+01,-1.37E+02,,,,,,
7299,-1.81E+02,-1.00E+02,-7.30E+01,-1.37E+02,,,,,,
7300,-1.80E+02,-9.92E+01,-7.39E+01,-1.36E+02,,,,,,
7301,-1.82E+02,-9.95E+01,-7.33E+01,-1.36E+02,,,,,,
7302,-1.84E+02,-9.89E+01,-7.50E+01,-1.35E+02,,,,,,
7303,-1.82E+02,-9.92E+01,-7.66E+01,-1.34E+02,,,,,,
7304,-1.84E+02,-1.00E+02,-7.66E+01,-1.34E+02,,,,,,
7305,-1.84E+02,-1.00E+02,-7.66E+01,-1.35E+02,,,,,,
7306,-1.86E+02,-9.98E+01,-7.62E+01,-1.35E+02,,,,,,
7307,-1.86E+02,-9.71E+01,-7.69E+01,-1.35E+02,,,,,,
7308,-1.85E+02,-9.55E+01,-7.83E+01,-1.36E+02,,,,,,
7309,-1.85E+02,-9.54E+01,-7.82E+01,-1.36E+02,,,,,,
7310,-1.85E+02,-9.55E+01,-7.99E+01,-1.36E+02,,,,,,
7311,-1.85E+02,-9.77E+01,-7.91E+01,-1.35E+02,,,,,,
7312,-1.84E+02,-9.74E+01,-7.71E+01,-1.34E+02,,,,,,
7313,-1.83E+02,-1.00E+02,-7.83E+01,-1.34E+02,,,,,,
7314,-1.83E+02,-1.01E+02,-7.81E+01,-1.32E+02,,,,,,
7315,-1.82E+02,-1.02E+02,-7.77E+01,-1.30E+02,,,,,,
7316,-1.81E+02,-1.02E+02,-7.79E+01,-1.31E+02,,,,,,
7317,-1.79E+02,-1.01E+02,-7.76E+01,-1.30E+02,,,,,,
7318,-1.79E+02,-9.96E+01,-7.77E+01,-1.31E+02,,,,,,
7319,-1.79E+02,-1.00E+02,-7.88E+01,-1.31E+02,,,,,,
7320,-1.80E+02,-1.01E+02,-7.98E+01,-1.34E+02,,,,,,
7321,-1.82E+02,-1.04E+02,-8.06E+01,-1.35E+02,,,,,,
7322,-1.81E+02,-1.03E+02,-7.79E+01,-1.35E+02,,,,,,
7323,-1.81E+02,-1.03E+02,-7.76E+01,-1.35E+02,,,,,,
7324,-1.85E+02,-1.03E+02,-7.76E+01,-1.34E+02,,,,,,
7325,-1.87E+02,-1.02E+02,-7.73E+01,-1.36E+02,,,,,,
7326,-1.88E+02,-9.99E+01,-7.81E+01,-1.36E+02,,,,,,
7327,-1.86E+02,-1.00E+02,-7.51E+01,-1.36E+02,,,,,,
7328,-1.81E+02,-1.01E+02,-7.47E+01,-1.36E+02,,,,,,
7329,-1.81E+02,-1.01E+02,-7.47E+01,-1.37E+02,,,,,,
7330,-1.81E+02,-1.03E+02,-7.41E+01,-1.36E+02,,,,,,
7331,-1.80E+02,-1.04E+02,-7.34E+01,-1.36E+02,,,,,,
7332,-1.83E+02,-1.04E+02,-7.32E+01,-1.37E+02,,,,,,
7333,-1.83E+02,-1.04E+02,-7.43E+01,-1.36E+02,,,,,,
7334,-1.84E+02,-1.03E+02,-7.21E+01,-1.35E+02,,,,,,
7335,-1.82E+02,-1.01E+02,-7.22E+01,-1.36E+02,,,,,,
7336,-1.80E+02,-1.01E+02,-7.17E+01,-1.34E+02,,,,,,
7337,-1.81E+02,-1.01E+02,-7.13E+01,-1.34E+02,,,,,,
7338,-1.79E+02,-1.01E+02,-7.11E+01,-1.34E+02,,,,,,
7339,-1.79E+02,-1.01E+02,-7.26E+01,-1.34E+02,,,,,,
7340,-1.77E+02,-1.01E+02,-7.25E+01,-1.34E+02,,,,,,
7341,-1.77E+02,-1.02E+02,-7.27E+01,-1.33E+02,,,,,,
7342,-1.76E+02,-1.02E+02,-7.25E+01,-1.34E+02,,,,,,
7343,-1.75E+02,-1.00E+02,-7.35E+01,-1.34E+02,,,,,,
7344,-1.75E+02,-9.80E+01,-7.40E+01,-1.35E+02,,,,,,
7345,-1.75E+02,-9.79E+01,-7.51E+01,-1.34E+02,,,,,,
7346,-1.74E+02,-9.79E+01,-7.70E+01,-1.34E+02,,,,,,
7347,-1.72E+02,-9.83E+01,-7.43E+01,-1.34E+02,,,,,,
7348,-1.71E+02,-9.50E+01,-7.39E+01,-1.34E+02,,,,,,
7349,-1.72E+02,-9.76E+01,-7.39E+01,-1.34E+02,,,,,,
7350,-1.75E+02,-9.72E+01,-7.51E+01,-1.34E+02,,,,,,
7351,-1.77E+02,-9.92E+01,-7.57E+01,-1.34E+02,,,,,,
7352,-1.77E+02,-9.95E+01,-7.48E+01,-1.35E+02,,,,,,
7353,-1.79E+02,-9.96E+01,-7.48E+01,-1.35E+02,,,,,,
7354,-1.79E+02,-1.01E+02,-7.61E+01,-1.35E+02,,,,,,
7355,-1.78E+02,-9.99E+01,-7.61E+01,-1.35E+02,,,,,,
7356,-1.77E+02,-9.93E+01,-8.13E+01,-1.34E+02,,,,,,
7357,-1.78E+02,-1.00E+02,-8.28E+01,-1.36E+02,,,,,,
7358,-1.81E+02,-9.92E+01,-7.91E+01,-1.36E+02,,,,,,
7359,-1.81E+02,-9.93E+01,-7.97E+01,-1.35E+02,,,,,,
7360,-1.81E+02,-9.75E+01,-7.95E+01,-1.36E+02,,,,,,
7361,-1.78E+02,-9.96E+01,-8.15E+01,-1.35E+02,,,,,,
7362,-1.76E+02,-9.84E+01,-8.16E+01,-1.34E+02,,,,,,
7363,-1.75E+02,-9.63E+01,-8.12E+01,-1.35E+02,,,,,,
7364,-1.76E+02,-9.60E+01,-7.97E+01,-1.35E+02,,,,,,
7365,-1.78E+02,-9.62E+01,-7.88E+01,-1.36E+02,,,,,,
7366,-1.80E+02,-9.55E+01,-7.82E+01,-1.36E+02,,,,,,
7367,-1.77E+02,-9.63E+01,-7.65E+01,-1.36E+02,,,,,,
7368,-1.77E+02,-9.85E+01,-7.63E+01,-1.36E+02,,,,,,
7369,-1.77E+02,-9.85E+01,-7.52E+01,-1.36E+02,,,,,,
7370,-1.77E+02,-9.82E+01,-7.41E+01,-1.36E+02,,,,,,
7371,-1.76E+02,-9.66E+01,-7.36E+01,-1.35E+02,,,,,,
7372,-1.78E+02,-9.64E+01,-7.45E+01,-1.36E+02,,,,,,
7373,-1.79E+02,-9.53E+01,-7.67E+01,-1.37E+02,,,,,,
7374,-1.79E+02,-9.57E+01,-7.66E+01,-1.38E+02,,,,,,
7375,-1.80E+02,-9.62E+01,-7.59E+01,-1.38E+02,,,,,,
7376,-1.79E+02,-9.51E+01,-7.54E+01,-1.38E+02,,,,,,
7377,-1.79E+02,-9.69E+01,-7.53E+01,-1.38E+02,,,,,,
7378,-1.78E+02,-9.58E+01,-7.68E+01,-1.38E+02,,,,,,
7379,-1.77E+02,-9.58E+01,-7.71E+01,-1.36E+02,,,,,,
7380,-1.74E+02,-9.45E+01,-7.45E+01,-1.36E+02,,,,,,
7381,-1.73E+02,-9.49E+01,-7.32E+01,-1.36E+02,,,,,,
7382,-1.71E+02,-9.46E+01,-7.39E+01,-1.36E+02,,,,,,
7383,-1.71E+02,-9.42E+01,-7.32E+01,-1.36E+02,,,,,,
7384,-1.74E+02,-9.41E+01,-7.35E+01,-1.36E+02,,,,,,
7385,-1.76E+02,-9.28E+01,-7.48E+01,-1.36E+02,,,,,,
7386,-1.75E+02,-9.32E+01,-7.33E+01,-1.35E+02,,,,,,
7387,-1.75E+02,-9.15E+01,-7.61E+01,-1.36E+02,,,,,,
7388,-1.77E+02,-9.33E+01,-7.40E+01,-1.35E+02,,,,,,
7389,-1.79E+02,-9.31E+01,-7.44E+01,-1.35E+02,,,,,,
7390,-1.80E+02,-9.14E+01,-7.12E+01,-1.35E+02,,,,,,
7391,-1.80E+02,-9.26E+01,-7.06E+01,-1.35E+02,,,,,,
7392,-1.82E+02,-9.18E+01,-7.13E+01,-1.34E+02,,,,,,
7393,-1.81E+02,-8.90E+01,-7.03E+01,-1.35E+02,,,,,,
7394,-1.81E+02,-8.64E+01,-7.15E+01,-1.35E+02,,,,,,
7395,-1.81E+02,-8.67E+01,-7.07E+01,-1.35E+02,,,,,,
7396,-1.80E+02,-8.62E+01,-7.09E+01,-1.33E+02,,,,,,
7397,-1.78E+02,-8.49E+01,-7.01E+01,-1.33E+02,,,,,,
7398,-1.79E+02,-8.46E+01,-7.04E+01,-1.34E+02,,,,,,
7399,-1.79E+02,-8.39E+01,-7.39E+01,-1.34E+02,,,,,,
7400,-1.79E+02,-8.45E+01,-7.45E+01,-1.33E+02,,,,,,
7401,-1.77E+02,-8.34E+01,-7.45E+01,-1.34E+02,,,,,,
7402,-1.75E+02,-8.37E+01,-7.29E+01,-1.34E+02,,,,,,
7403,-1.76E+02,-8.51E+01,-7.13E+01,-1.34E+02,,,,,,
7404,-1.74E+02,-8.47E+01,-7.08E+01,-1.35E+02,,,,,,
7405,-1.74E+02,-8.40E+01,-7.11E+01,-1.30E+02,,,,,,
7406,-1.72E+02,-8.56E+01,-7.15E+01,-1.29E+02,,,,,,
7407,-1.72E+02,-8.62E+01,-7.23E+01,-1.30E+02,,,,,,
7408,-1.72E+02,-8.63E+01,-7.13E+01,-1.30E+02,,,,,,
7409,-1.70E+02,-8.86E+01,-7.13E+01,-1.30E+02,,,,,,
7410,-1.71E+02,-8.99E+01,-7.16E+01,-1.30E+02,,,,,,
7411,-1.72E+02,-9.15E+01,-7.20E+01,-1.32E+02,,,,,,
7412,-1.76E+02,-9.10E+01,-7.18E+01,-1.32E+02,,,,,,
7413,-1.76E+02,-8.96E+01,-7.07E+01,-1.33E+02,,,,,,
7414,-1.76E+02,-8.93E+01,-7.04E+01,-1.33E+02,,,,,,
7415,-1.78E+02,-8.86E+01,-7.06E+01,-1.33E+02,,,,,,
7416,-1.78E+02,-8.79E+01,-7.08E+01,-1.33E+02,,,,,,
7417,-1.77E+02,-8.76E+01,-7.01E+01,-1.33E+02,,,,,,
7418,-1.77E+02,-8.93E+01,-7.03E+01,-1.33E+02,,,,,,
7419,-1.78E+02,-8.87E+01,-6.99E+01,-1.34E+02,,,,,,
7420,-1.79E+02,-8.89E+01,-7.00E+01,-1.30E+02,,,,,,
7421,-1.76E+02,-8.62E+01,-6.94E+01,-1.30E+02,,,,,,
7422,-1.77E+02,-8.69E+01,-7.19E+01,-1.30E+02,,,,,,
7423,-1.78E+02,-8.71E+01,-7.16E+01,-1.30E+02,,,,,,
7424,-1.75E+02,-8.57E+01,-7.24E+01,-1.31E+02,,,,,,
7425,-1.71E+02,-8.82E+01,-7.29E+01,-1.30E+02,,,,,,
7426,-1.69E+02,-8.73E+01,-7.24E+01,-1.30E+02,,,,,,
7427,-1.68E+02,-9.04E+01,-7.54E+01,-1.29E+02,,,,,,
7428,-1.70E+02,-8.95E+01,-7.58E+01,-1.30E+02,,,,,,
7429,-1.70E+02,-8.94E+01,-7.61E+01,-1.29E+02,,,,,,
7430,-1.72E+02,-8.77E+01,-7.77E+01,-1.29E+02,,,,,,
7431,-1.70E+02,-8.93E+01,-7.76E+01,-1.29E+02,,,,,,
7432,-1.70E+02,-8.95E+01,-7.70E+01,-1.28E+02,,,,,,
7433,-1.69E+02,-8.97E+01,-7.64E+01,-1.28E+02,,,,,,
7434,-1.70E+02,-8.89E+01,-7.73E+01,-1.29E+02,,,,,,
7435,-1.74E+02,-8.89E+01,-7.76E+01,-1.29E+02,,,,,,
7436,-1.76E+02,-8.84E+01,-7.79E+01,-1.33E+02,,,,,,
7437,-1.78E+02,-8.95E+01,-7.74E+01,-1.33E+02,,,,,,
7438,-1.77E+02,-8.93E+01,-7.76E+01,-1.34E+02,,,,,,
7439,-1.74E+02,-8.97E+01,-7.54E+01,-1.34E+02,,,,,,
7440,-1.73E+02,-9.14E+01,-7.63E+01,-1.34E+02,,,,,,
7441,-1.75E+02,-9.03E+01,-7.56E+01,-1.34E+02,,,,,,
7442,-1.78E+02,-8.91E+01,-7.61E+01,-1.34E+02,,,,,,
7443,-1.79E+02,-8.92E+01,-7.45E+01,-1.33E+02,,,,,,
7444,-1.80E+02,-8.95E+01,-7.44E+01,-1.34E+02,,,,,,
7445,-1.81E+02,-9.10E+01,-7.30E+01,-1.34E+02,,,,,,
7446,-1.81E+02,-8.87E+01,-6.94E+01,-1.34E+02,,,,,,
7447,-1.80E+02,-8.90E+01,-7.03E+01,-1.35E+02,,,,,,
7448,-1.80E+02,-8.99E+01,-6.98E+01,-1.35E+02,,,,,,
7449,-1.81E+02,-8.69E+01,-7.00E+01,-1.34E+02,,,,,,
7450,-1.79E+02,-8.66E+01,-6.82E+01,-1.35E+02,,,,,,
7451,-1.78E+02,-8.42E+01,-6.80E+01,-1.35E+02,,,,,,
7452,-1.78E+02,-8.19E+01,-6.89E+01,-1.34E+02,,,,,,
7453,-1.76E+02,-8.31E+01,-6.76E+01,-1.34E+02,,,,,,
7454,-1.78E+02,-8.18E+01,-6.70E+01,-1.34E+02,,,,,,
7455,-1.77E+02,-8.25E+01,-6.82E+01,-1.35E+02,,,,,,
7456,-1.78E+02,-8.33E+01,-6.57E+01,-1.35E+02,,,,,,
7457,-1.78E+02,-8.23E+01,-6.61E+01,-1.34E+02,,,,,,
7458,-1.76E+02,-8.41E+01,-6.63E+01,-1.35E+02,,,,,,
7459,-1.76E+02,-8.39E+01,-6.60E+01,-1.36E+02,,,,,,
7460,-1.77E+02,-8.37E+01,-6.58E+01,-1.35E+02,,,,,,
7461,-1.77E+02,-8.10E+01,-6.34E+01,-1.36E+02,,,,,,
7462,-1.78E+02,-8.15E+01,-6.34E+01,-1.35E+02,,,,,,
7463,-1.79E+02,-8.22E+01,-6.39E+01,-1.35E+02,,,,,,
7464,-1.79E+02,-8.31E+01,-6.40E+01,-1.35E+02,,,,,,
7465,-1.78E+02,-8.34E+01,-6.37E+01,-1.35E+02,,,,,,
7466,-1.79E+02,-8.50E+01,-6.34E+01,-1.34E+02,,,,,,
7467,-1.81E+02,-8.53E+01,-6.38E+01,-1.34E+02,,,,,,
7468,-1.82E+02,-8.66E+01,-6.41E+01,-1.35E+02,,,,,,
7469,-1.82E+02,-8.59E+01,-6.34E+01,-1.36E+02,,,,,,
7470,-1.84E+02,-8.59E+01,-6.38E+01,-1.35E+02,,,,,,
7471,-1.87E+02,-8.66E+01,-6.42E+01,-1.35E+02,,,,,,
